tipo_documento,numero_documento,raz_n_social,pa_s,departamento_estado,ciudad,direcci_n,tel_fono,p_gina_web,correo_electr_nico,fuente_origen_del_dato,enlace_origen_del_dato,presta_de_tercero,portal_transaccional,nombre_de_la_prueba,descripci_n,documento_de_referencia,m_todo,fecha_de_actualizaci_n_de,acreditaci_n_vigente,equipos,tiempo_de_duraci_n_de_la
nit,890103400-5,ALIMENTOS CONCENTRADOS DEL CARIBE S.A,Colombia,Atlántico,Soledad,Carrera 30  # 28 A 180,3212511403,No Reporta,lynnetc@acondesa.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Procedimiento de análisis de acidez,"La muestra se disuelve en un solvente neutralizado, y los ácidos presentes se titulan con hidróxido de sodio.",No Aplica,AOAC Official Method 940.28 Fatty Acid (Free) in Crude and Refined oils,2023/04/22 00:02:40.000,0,No Aplica,3
nit,890103400-5,ALIMENTOS CONCENTRADOS DEL CARIBE S.A,Colombia,Atlántico,Soledad,Carrera 30  # 28 A 180,3212511403,No Reporta,lynnetc@acondesa.com.co,No Aplica,No Aplica,No Aplica,No Aplica,Procedimiento de análisis de acidez,"La muestra se disuelve en un solvente neutralizado, y los ácidos presentes se titulan con hidróxido de sodio.",No Aplica,AOAC Official Method 940.28 Fatty Acid (Free) in Crude and Refined oils,2023/04/22 00:02:40.000,0,No Aplica,3
nit,900211167-1,SANTA ANITA NAPOLES S.A,Colombia,Valle del Cauca,Cali,Calle 70 N # 3 CN 275 BODEGA2,4851919,https://www.huevossantaanita.com,laboratorio@santaanitanapoles.com,No Aplica,No Aplica,No Aplica,No Aplica,MÉTODO PARA RECUENTO DE COLIFORMES Y ESCHERICHIA COLI SEGÚN AOAC MÉTODO OFICIAL 991.14.,"Las Placas Petrifilm™ para el Recuento de E. coli /Coliformes (Placa Petrifilm EC) contienen nutrientes de Bilis Rojo Violeta (VRB), un agente gelificante soluble en agua fría, un indicador de actividad de la glucuronidasa y un indicador que facilita la enumeración de las colonias. La mayoría de las E. coli (cerca del 97%) produce beta-glucuronidasa, la que a su vez produce una precipitación azul asociada con la colonia",No Aplica,SEGÚN AOAC MÉTODO OFICIAL 991.14.,2023/04/22 00:02:40.000,0,No Aplica,1
nit,800247233-2,Doctor Calderón Asistencia Técnica Agrícola Ltda.,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 20  # 87  81,6222687,http://drcalderonlabs.com/,controldecalidad@drcalderonlabs.com,No Aplica,No Aplica,No Aplica,No Aplica,pH,"El potencial hidrógeno (pH) se define como el logaritmo negativo de la concentración molar (más exactamente de la actividad molar) de los iones hidrógeno. Esto es: 

                                                        pH = - log [H+] 

La determinación del pH es una medida de la tendencia de acidez o de alcalinidad, donde las sustancias en disolución con el agua son capaces de liberar iones hidrógeno (H+) o ceder grupos hidroxilo (OH-). Se lee en una escala de 0 a 14, un pH menor de 7.0 indica una tendencia hacia la acidez, mientras que un valor mayor de 7.0 muestra una tendencia hacia lo alcalino. 

Este método determina el pH, midiendo el potencial generado (en milivoltios) mediante un electrodo de vidrio que es sensible a la actividad del  ion H+ presente en la muestra.",No Aplica,Método modificado de la NTC 5527. Fertilizantes. Análisis Físicos.,2023/04/22 00:02:40.000,0,No Aplica,1
nit,800087795-2,CORTEVA AGRISCIENCE DE COLOMBIA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 113  # 7  21,3759345,www.corteva.co,andres.rivera@corteva.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Florpyrauxifen-benzyl,Las muestras son diluidas con  50 mL de solución de std interno Dipehnyl- Eter .  Las soluciones son analizadas por cromatografía líquida usando una columna Ascentis Express C18 4. 6 x100 mm x 2.7µm con un detector UV a 244 nm. La cuantificación es basada en cálculos por estándar interno usando las áreas de picos.,No Aplica,Método DAS-AM-G-13-52. (QCPO-132 Interno),2023/04/22 00:02:40.000,0,No Aplica,2
nit,800087795-2,CORTEVA AGRISCIENCE DE COLOMBIA S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 113  # 7  21,3759345,www.corteva.co,andres.rivera@corteva.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de Florpyrauxifen-benzyl,Las muestras son diluidas con  50 mL de solución de std interno Dipehnyl- Eter .  Las soluciones son analizadas por cromatografía líquida usando una columna Ascentis Express C18 4. 6 x100 mm x 2.7µm con un detector UV a 244 nm. La cuantificación es basada en cálculos por estándar interno usando las áreas de picos.,No Aplica,Método DAS-AM-G-13-52. (QCPO-132 Interno),2023/04/22 00:02:40.000,0,No Aplica,2
nit,901293333-2,Sineria Colombia S.A.S.,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 72  # 5  83 Oficina401,+31(0)432041124,No Reporta,admin@sineria.com,No Aplica,No Aplica,No Aplica,No Aplica,Análisis de contenido de Lambda-cyhalothrin,Identificación y cuantificación de Lambda-cyhalothrin en formulaciones de plaguicidas; estado final de síntesis; preparación de la muestra y corrida cromatográfica.,No Aplica,CIPAC MT 463 - Analysis of Technical and  Formulated Pesticides. CIPAC HANDBOOK N,2023/04/22 00:02:40.000,1,No Aplica,1
Licencia comercial China,9137000079731011X2,"Shandong Sino-Agri United Biotechnology Co., Ltd. Testing Center",China,No Reporta,Jinan,"No.28, Sangyuan Road, Licheng, Jinan, Shandong, China",(86)15201421164,No Reporta,chunlinwangsd@126.com,No Aplica,No Aplica,No Aplica,No Aplica,Contenido de Piridaben,"(a) HPLC
Preparación de soluciones estándar:
Pesar 0,1 g de muestra estándar de piridabén (con una precisión de 0,0002 g), colocarla en un matraz aforado de 50 mL, diluir hasta la marca con metanol, agitar con ultrasonido durante 5 min para disolver la muestra, dejar enfriar a temperatura ambiente, y distribuir uniformemente. Pipetee 5 ml de la solución anterior en un matraz volumétrico de 50 ml, diluya hasta la marca con metanol y agite bien.

Preparación de soluciones de muestra:
Pesar una muestra que contenga 0,1 g de piridabeno (precisión de 0,0002 g), colocarla en un matraz aforado de 50 mL, diluir hasta la marca con metanol, oscilar durante 5 min para disolver la muestra, enfriar a temperatura ambiente y distribuir uniformemente. Pipetee 5 mL de la solución anterior en un matraz volumétrico de 50 mL, diluya hasta la marca con metanol y agite bien.

Determinación
En las condiciones de funcionamiento anteriores, después de que el instrumento esté estable, inyecte la solución de muestra estándar para agujas humanas de forma continua hasta que el cambio relativo de las áreas de los picos de dos agujas adyacentes de piridabeno sea inferior al 1,5 % , analice y mida en el orden de solución estándar, solución de muestra, solución de muestra y solución estándar.

Condiciones de funcionamiento de la cromatografía líquida::
Fase móvil: W(CH3CN : H2O)=85 : 15;
Caudal: 1,0 ml/min;
Temperatura de la columna: temperatura ambiente (el cambio en la diferencia de temperatura no debe ser superior a 2°C);
Longitud de onda de detección: 240 nm;
Volumen de inyección: 5 μL;
Tiempo de retención: Pyridaben alrededor de 5,6 min.
Los parámetros operativos anteriores son típicos, y los parámetros operativos dados se pueden ajustar adecuadamente de acuerdo con las características de diferentes instrumentos, para obtener los mejores resultados.

Calcular:
La fracción de masa w1 (%) de piridabén en la muestra se calcula según la fórmula:
w1=A2*m1*w/(A1*m2)
donde,
A1: El valor promedio del área del pico de piridabeno en la solución estándar;
A2: En la solución de muestra, el valor promedio del área del pico de piridabeno;
m1: masa de muestra estándar de piridabeno, g;
m2: la masa de la muestra, g.
w: fracción de masa de la muestra estándar de piridabeno, expresada en %:
(b)GC
Preparación de la solución estándar interna:
Solución estándar interna: Pesar 5,0 g de ftalato de biciclohexilo en un matraz aforado de 500 mL, disolver con cloroformo, llevar al volumen y agitar bien. 

Preparación de soluciones estándar
Pesar 0,05 g de muestra estándar de piridabén (con una precisión de 0,0002 g), colocarla en una botella de vidrio tapada, agregar con precisión 5 ml de solución estándar interna con una pipeta y agitar bien.

Preparación de soluciones de muestra
Pesar una muestra que contenga 0,05 g de piridabeno (precisión de 0,0002 g), colocarla en un frasco de vidrio con tapón, agregar con precisión 5 mL de solución estándar interna con la misma pipeta y agitar bien.

Determinación:
En las condiciones de funcionamiento anteriores, después de que el instrumento sea estable, inyecte la solución de muestra estándar para agujas humanas de forma continua hasta que el cambio relativo del área del pico de dos agujas adyacentes de piridabeno sea inferior al 1,5 %, analice y mida en el orden de solución estándar, solución de muestra, solución de muestra y solución estándar.

Condiciones de funcionamiento de la cromatografía de gases:
Temperatura,℃: cámara de columna 240, cámara de gasificación 270, cámara de detección 280;
Flujo de gas ml/min: nitrógeno (N:) 1,8, hidrógeno 30, aire 300, gas de compensación 25;
relación de división: 40:1;
Volumen de inyección 2,0 uL;
Tiempo de retención: el piridabeno es de aproximadamente 8,2 min, el fármaco estándar interno es de 5.0 min.
Las condiciones de funcionamiento anteriores para la cromatografía en caja de gases son parámetros de funcionamiento típicos. De acuerdo con las características de las diferentes armas, el número dado de golpes se puede ajustar adecuadamente para obtener los mejores resultados.

Calcular:
La fracción de masa w1 (%) de piridabén en la muestra se calcula según la fórmula:
w1=r2*m1*w/(r1*m2)
r1: el valor promedio de la relación del área del pico de piridaben al estándar interno en la solución estándar;
r2: el valor promedio de la relación del área del pico de piridabeno al estándar interno en la solución de muestra;
m1: masa de la muestra estándar, g;
m2: masa de la muestra, g;
w: la fracción de masa de piridabeno en la muestra estándar, expresada en %.",No Aplica,Material técnico de Piridaben GB/T 28130-2011 4.3,2023/04/22 00:02:40.000,1,No Aplica,48
Escritura Pública,12178,Laboratorios Roy H. Anderson S.A. de C.V.,México,No Reporta,Celaya,Calle Norte 11 Mza 1 Lote 1 SN Planta Baja Cd. Industrial Celaya Gto CP 38010,+524616118107,http://laboratoriosanderson.com/,rgutierrez@laboratoriosanderson.com,No Aplica,No Aplica,No Aplica,No Aplica,Pérdida de humedad,"Este método se basa en la pérdida de peso en la muestra por calentamiento en la estufa, refiriendo su peso al peso total de la muestra y expresada como porcentaje. Con esto se puede saber el porcentaje de humedad o agua que tienen una determinada muestra.",No Aplica,CIPAC MT 17 HANDBOOK F,2023/04/22 00:02:40.000,1,No Aplica,4
nit,900361697-6,UNIPHOS COLOMBIA PLANT LIMITED,Colombia,Atlántico,Barranquilla,Carrera 82  # 85  85,573183440090,WWW.UPL-LTD.COM,dayana.pulido@upl-ltd.com,No Aplica,No Aplica,No Aplica,No Aplica,Determinación de concentración de Zinc,Determinación de Zinc,No Aplica,NORMA TECNICA COLOMBIANA 1439,2023/04/22 00:02:40.000,0,No Aplica,1
nit,900079175-5,CROMANAL SAS,Colombia,Bogotá D.C.,Bogotá D.C.,Carrera 65 A # 18 A 23,571-4848800,www.cromanal.com,gerencia@cromanal.com,No Aplica,No Aplica,No Aplica,No Aplica,Contenido de calcio y Magnesio,Método de absorción atómica llama - longitud de onda especifica,No Aplica,USP - CROMANAL,2023/04/22 00:02:40.000,0,No Aplica,8
nit,830071604-3,SYGLA COLOMBIA LTDA,Colombia,Cundinamarca,Soacha,Carrera 3  # 56 - 64 ZONAINDUSTRIAL CAZUCA - SOACHA,7431949,www.syglacol.co,grengifo@syglacol.com,No Aplica,No Aplica,No Aplica,No Aplica,Metodo de analisis de Pethoxamid,"Una solución de la muestra que contiene Pethoxamid, se separa por cromatografía UPLC en fase reversa. Los componentes se detectan y cuantifican por medio un detector PAD a 244 nm utilizando el método de estándar externo.",No Aplica,Detemination of Pethoxamid in: Pethoxamid 600g/L y Pethoxamid 480 g/L. Analytical Method  AM-PC-0612,2023/04/22 00:02:40.000,0,No Aplica,1
nit,900119338-1,Laboratorio Tecnianalisis S.A.S:,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 73  # 20  81,(57)3118095666,www.tecnianalisis.com,luribe@tecnianalisis.com,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de Densidad en fertilizantes y productos orgánicos usados como abonos o fertilizantes, enmiendas o acondicionadores de suelo.",De acuerdo a las características físicas de la muestras se emplea picnómetro o probeta para  determinar la densidad.,No Aplica,"NTC 5527. Fertiilizantes, Análisis Fïsicos.  NTC 5167. Productos para la industria agrícola. Product",2023/04/22 00:02:40.000,0,No Aplica,1
nit,900195344-1,Marquimica S.A.S,Colombia,Bogotá D.C.,Bogotá D.C.,Calle 134 D # 52 A 26,6159504,No Reporta,marquimica.control@outlook.com,No Aplica,No Aplica,No Aplica,No Aplica,Índice de Yodo,Determinación de  número total de dobles enlaces presentes en grasas y aceites en materia prima,No Aplica,CAPÍTULOS GENERALES PRUEBAS Y VALORACIONES GENERALES PRUEBAS Y VALORACIONES QUÍMICAS〈301〉 A 〈600〉 OT,2023/04/22 00:02:40.000,0,No Aplica,2
nit,830074222-7,SYNGENTA S.A,Colombia,Bogotá D.C.,Bogotá D.C.,"Calle 116 # 7 - 15 Oficina 601 B Oficina 601 B, Edificio Cusezar",6538777,https://www.syngenta.com.co/,CATALINA.SANTANA@SYNGENTA.COM,No Aplica,No Aplica,No Aplica,No Aplica,"Determinación de Fludioxonil (FDL) y Pidiflumetofen [AdepidynTM] (APN) en Picatina Flora 25/250 SC por HPLC
Código: CCMA-045","-	Balón aforado de 1.000 mL.
-	Balones aforados de 50 mL.
-	Pipeta aforada de 5 mL.
-	Pipeta aforada de 1 mL.
-	Estándar analítico de fludioxonil (FDL).
-	Estándar analítico de pydiflumetofen [pidiflumetofen] [AdepidynTM] (APN).
-	Acetonitrilo HPLC.
-	Ácido fosfórico (H3PO4) R.A.
-	Agua ultra pura.
-	Jeringa desechable de 5 mL.
-	Filtro para jeringa de nylon o PTFE de 25 mm x 0,2 µm.
-	Cromatógrafo de líquidos de alta resolución [HPLC] con Detector de Longitud de Onda Variable [VWD] o Detector de Arreglo de Diodos [DAD] (Hewlett Parckard 1100, Agilent 1260 o 1260 Infinity II).
-	Software para manejo del equipo y procesamiento de los datos (OpenLab ChemStation).

2.3	CONDICIONES DE OPERACIÓN
Instrumento	Cromatógrafo de líquidos de alta resolución [HPLC] Hewlett Packard 1100, Agilent 1260 Infinity o 1260 Infinity II; con o sin automuestreador y Detector de Longitud de Onda Variable [VWD] o Detector de Arreglo de Diodos [DAD].
Columna	Poroshell 120 EC-C18 (Agilent Part No. 695975-902). 100 mm x 4,6 mm diámetro interno; 2,7 µm tamaño de partícula.
Temperatura de la columna	30 °C.
Flujo	1,5 mL/min.
Longitud de onda del detector	295 nm (fludioxonil). Cambiar a 254 nm (pidiflumetofen) a los 7 min.
Ancho de banda (para DAD)	4 nm.
Loop de inyección	5 µL.
Duración de la corrida	17 minutos aproximadamente.
Software de procesamiento	Agilent OpenLab ChemStation (u otro conveniente).
Fase móvil (gradiente)	
Tiempo(Minutos)
0,0
6,0
6,1
10,5
10,6
13,0
13,1
16,5	
H3PO4 acuoso 0,1 % v/v (%)
60
60
45
45
0
0
60
60
Acetonitrilo(%)
40
40
55
55
100
100
40
40	
IDENTIFICACIÓN
La identidad (especificidad) se establece simultáneamente con la determinación del contenido como se describe en la sección 2.5.
La identidad (especificidad) se confirma cuando en dos cromatogramas consecutivos, el tiempo de retención registrado para el pico de la sustancia de referencia en el cromatograma de la sustancia de referencia no se desvía más de 0,2 minutos del registrado para el pico correspondiente en el cromatograma de la sustancia problema.
PROCEDIMIENTO
2.5.1	Preparación de las soluciones de referencia y problema
Las soluciones de referencia y problema contienen 0,9 mg/mL de fludioxonil y 0,6 mg/mL de pidiflumetofen (AdepidynTM) aproximadamente.

2.5.1.1	Preparación de la solución de referencia
Pesar, por duplicado, aproximadamente de 40,5 - 49,5 mg de estándar analítico de fludioxonil y de 27 - 33 mg de estándar analítico de pidiflumetofen (AdepidynTM) en un balón aforado de 50 mL. Adicionar aproximadamente 40 mL de acetonitrilo; 5,0 mL de agua con una pipeta aforada. Someter a ultrasonido durante 5 minutos o hasta disolución completa. Aforar con acetonitrilo a temperatura ambiente y homogenizar.

2.5.1.2	Preparación de la solución problema
Pesar, por duplicado, aproximadamente de 247,5 - 302,5 mg de Picatina Flora 25/250 SC en un balón aforado de 50 mL. Adicionar 5,0 mL de agua con una pipeta aforada y dispersar. Adicionar aproximadamente 40 mL de acetonitrilo. Someter a ultrasonido durante 5 minutos o hasta disolución completa. Aforar con acetonitrilo a temperatura ambiente y homogenizar. Filtrar con filtro para jeringa de nylon o PTFE de 25 mm x 0,2 µm.

El procedimiento arriba descrito podría variar siempre y cuando se alcance la concentración final con la misma precisión.
Se evaluó la estabilidad de la solución de referencia a temperatura ambiente. No se observó degradación en las sustancias de referencia después de 72 horas.

2.5.2	Determinación
	Llevar a cabo la siguiente secuencia de inyección:
…, C1, C1, C2, S1, S2, …
	C = Solución de referencia o de calibración (1, 2, …, n).
	S = Solución problema (1, 2, …, n).

La desviación entre dos inyecciones consecutivas de solución de referencia o de solución problema no debe ser mayor que 1 %.

2.6	CÁLCULOS
Los cálculos mostrados a continuación reflejan los requerimientos específicos del sistema de procesamiento datos utilizado durante el desarrollo del método. Se podrían emplear otras metodologías para efectuar los cálculos usando diferentes sistemas de procesamiento de datos y se deberían obtener resultados comparables.

2.6.1	Factor de respuesta RF

""RF = ""  F_C/W_C  "" "" 

	FC	= Área de pico de la sustancia de referencia en el cromatograma de la sustancia de referencia.
	WC	= Masa (en mg) del estándar analítico de interés, corregida por la pureza.

2.6.2	Contenido

""% p/p = ""  (F_S "" × "" 100 )/(W_S "" × "" RF) "" "" 

	FS	= Área de pico del ingrediente activo en el cromatograma de la solución problema.
	WS	= Masa de la muestra (mg).

Para el caso de una formulación líquida multiplique el valor del contenido de ingrediente activo obtenido en % p/p por (10 x ρ20) para obtener el contenido de ingrediente activo en g/L (ρ20 = densidad de la sustancia problema a 20 °C, determinada con un picnómetro o un densímetro digital Anton Paar.",No Aplica,Metodo Interno Código: CCMA-045,2023/04/22 00:02:40.000,0,No Aplica,3
